t,p
352.8,0.224905935
352.9,0.197041941
353,0.077203874
353.1,0.13366736
353.2,0
353.3,0
353.4,0.162471564
353.5,0
353.6,0.134845741
353.7,0
353.8,0.001532066
353.9,0.106535127
354,0.006617946
354.1,0
354.2,0
354.3,0
354.4,0
354.5,0
354.6,0.002141602
354.7,0
354.8,0.129605379
354.9,0.021320304
355,0
355.1,0
355.2,0
355.3,0.065731259
355.4,0
355.5,0.00170047
355.6,0.134569992
355.7,0
355.8,0
355.9,0
356,0
356.1,0
356.2,0
356.3,0
356.4,0.030658712
356.5,0.238469003
356.6,0
356.7,0.006720975
356.8,0
356.9,0
357,0.230179221
357.1,0
357.2,0.102165149
357.3,0.195726786
357.4,0
357.5,0.01221116
357.6,0
357.7,0.160022683
357.8,0.110452856
357.9,0.198842808
358,0
358.1,0.154785983
358.2,0
358.3,0.004384489
358.4,0.041859114
358.5,0.038158325
358.6,0
358.7,0.152663131
358.8,0.012262502
358.9,0.053416589
359,0
359.1,0.02956813
359.2,0.004007267
359.3,0
359.4,0
359.5,0
359.6,0.065367224
359.7,0
359.8,0.05062521
359.9,0
360,0.008215501
360.1,0.055382611
360.2,0.000605923
360.3,0.06513382
360.4,0
360.5,0.017890049
360.6,0
360.7,0
360.8,0
360.9,0
361,0.058878138
361.1,0.127179835
361.2,0.066738365
361.3,0.048341521
361.4,0
361.5,0
361.6,0.109643945
361.7,0.042835173
361.8,0.098121955
361.9,0.076113481
362,0
362.1,0.005725324
362.2,0.069533619
362.3,0.043071696
362.4,0.11382662
362.5,0
362.6,0.012477232
362.7,0
362.8,0.091724107
362.9,0
363,0.08270853
363.1,0
363.2,0
363.3,0
363.4,0.027572662
363.5,0.173483508
363.6,0.000566965
363.7,0.056838078
363.8,0.233072157
363.9,0.003588329
364,0.029405765
364.1,0.059672681
364.2,0.051653571
364.3,0.021902826
364.4,0.118899435
364.5,0.236622771
364.6,0.038555887
364.7,0
364.8,0
364.9,0.056264554
365,0.173171359
365.1,0.135829984
365.2,0.120411753
365.3,0.124660657
365.4,0.061675422
365.5,0.219370328
365.6,0
365.7,0
365.8,0
365.9,0.119328648
366,0.128561918
366.1,0.059836124
366.2,0.052723716
366.3,0
366.4,0.117896797
366.5,0
366.6,0
366.7,0
366.8,0
366.9,0.002122214
367,0.058928388
367.1,0.020348143
367.2,0.034581001
367.3,0.084755012
367.4,0.032555764
367.5,0.149850469
367.6,0
367.7,0.056159838
367.8,0.139552648
367.9,0.016524166
368,0.018177873
368.1,0
368.2,0.022099477
368.3,0.270305067
368.4,0.163464913
368.5,0
368.6,0
368.7,0
368.8,0.078110467
368.9,0.061798392
369,0.027729677
369.1,0.02170575
369.2,0
369.3,0
369.4,0.104750839
369.5,0.047132835
369.6,0
369.7,0.037120762
369.8,0
369.9,0.132929585
370,0.085814518
370.1,0
370.2,0.139599846
370.3,0
370.4,0.05599386
370.5,0.112285152
370.6,0
370.7,0
370.8,0.161324273
370.9,0.038861974
371,0.000257471
371.1,0
371.2,0
371.3,0
371.4,0
371.5,0.133576086
371.6,0
371.7,0
371.8,0.048293568
371.9,0
372,4.92745E-05
372.1,0
372.2,0
372.3,0.088775323
372.4,0
372.5,0
372.6,0.051368847
372.7,0.001338449
372.8,0.026855043
372.9,0.127693831
373,0.016349158
373.1,0
373.2,0
373.3,0.183690816
373.4,0.220943263
373.5,0.130046272
373.6,0.033870822
373.7,0.017404138
373.8,0
373.9,0.246266875
374,0
374.1,0.016076347
374.2,0
374.3,0
374.4,0
374.5,0
374.6,0
374.7,0
374.8,0
374.9,0.092044741
375,0.112841443
375.1,0
375.2,0.052645937
375.3,0.106487904
375.4,0.025528044
375.5,0
375.6,0.078744335
375.7,0.071248808
375.8,0
375.9,0.021402282
376,0.18937895
376.1,0.249458308
376.2,0.06083191
376.3,0.071440884
376.4,0
376.5,0
376.6,0.061140476
376.7,0.083801378
376.8,0.257849935
376.9,0.005359715
377,0
377.1,0.174879881
377.2,0
377.3,0.170719738
377.4,0.048745399
377.5,0
377.6,0.044609868
377.7,0
377.8,0.164041516
377.9,0
378,0
378.1,0.145335754
378.2,0.020540062
378.3,0
378.4,0
378.5,0
378.6,0
378.7,0
378.8,0.03036435
378.9,0
379,0.06712371
379.1,0
379.2,0.031937519
379.3,0.046184473
379.4,0.008356217
379.5,0
379.6,0.044752865
379.7,0.097121532
379.8,0
379.9,0
380,0
380.1,0
380.2,0.009544513
380.3,0.0537591
380.4,0.070390143
380.5,0.187858589
380.6,0
380.7,0.216878682
380.8,0.084283852
380.9,0.025151286
381,0
381.1,0
381.2,0.026855993
381.3,0.030798119
381.4,0.077078789
381.5,0.085319482
381.6,0.011121597
381.7,0
381.8,0
381.9,0
382,0.13210202
382.1,0.028174601
382.2,0
382.3,0
382.4,0
382.5,0
382.6,0.100862461
382.7,0.02844617
382.8,0.155039968
382.9,0.140488515
383,0.163419084
383.1,0.030219561
383.2,0.066002735
383.3,0
383.4,0.043186988
383.5,0.047393016
383.6,0.02997065
383.7,0.010377643
383.8,0.085118592
383.9,0
384,0.131509884
384.1,0.040032506
384.2,0
384.3,0.085241926
384.4,0.050098537
384.5,0.025241891
384.6,0.037890294
384.7,0
384.8,0
384.9,0
385,0.012695105
385.1,0.032032858
385.2,0.035077343
385.3,0.122111076
385.4,0
385.5,0.119966113
385.6,0.008387304
385.7,0
385.8,0
385.9,0
386,0
386.1,0
386.2,0.113450445
386.3,0.032790492
386.4,0
386.5,0
386.6,0
386.7,0.033100821
386.8,0.033742863
386.9,0.068673203
387,0.081188611
387.1,0
387.2,0.044194836
387.3,0
387.4,0
387.5,0.163168291
387.6,0.08103379
387.7,0
387.8,0.08040506
387.9,0.014563591
388,0
388.1,0.053348987
388.2,0.176704443
388.3,0.147170632
388.4,0.159134505
388.5,0.093224145
388.6,0.177674661
388.7,0.293483469
388.8,0.104076487
388.9,0
389,0.002110159
389.1,0.101582194
389.2,0.026278226
389.3,0
389.4,0
389.5,0.020518533
389.6,0
389.7,0
389.8,0
389.9,0.221652534
390,0.01454847
390.1,0.114831547
390.2,0
390.3,0
390.4,0.051469147
390.5,0
390.6,0.034918603
390.7,0
390.8,0
390.9,0.124437576
391,0.205470517
391.1,0
391.2,0
391.3,0.037339795
391.4,0.138949634
391.5,0
391.6,0.032873079
391.7,0
391.8,0
391.9,0
392,0
392.1,0
392.2,0.179683905
392.3,0.053042982
392.4,0.00694888
392.5,0
392.6,0.025159288
392.7,0.057409381
392.8,0.112851278
392.9,0
393,0.044180956
393.1,0.062230378
393.2,0
393.3,0.089906604
393.4,0.014166951
393.5,0.07320485
393.6,0.14584461
393.7,0
393.8,0
393.9,0.04984932
394,0
394.1,0.0838771
394.2,0
394.3,0.056273329
394.4,0.093146752
394.5,0
394.6,0.113659384
394.7,0.072811215
394.8,0
394.9,0.132731184
395,0.062128738
395.1,0
395.2,0
395.3,0.000943536
395.4,0.104234123
395.5,0.062464848
395.6,0
395.7,0
395.8,0.064799273
395.9,0
396,0
396.1,0.100314275
396.2,0
396.3,0.017482923
396.4,0
396.5,0
396.6,0.102719616
396.7,0.009627357
396.8,0
396.9,0
397,0.00493271
397.1,0.090897677
397.2,0.010880037
397.3,0
397.4,0
397.5,0
397.6,0
397.7,0.049855954
397.8,0.060951328
397.9,0
398,0.044626346
398.1,0.002193427
398.2,0
398.3,0
398.4,0
398.5,0.162086071
398.6,0.090269019
398.7,0
398.8,0.095510135
398.9,0
399,0.191661086
399.1,0.166617996
399.2,0
399.3,0
399.4,0
399.5,0.163573332
399.6,0
399.7,0
399.8,0.140299119
399.9,0.244092593
400,0.110205288
400.1,0.136075458
400.2,0.267370738
400.3,0.102948459
400.4,0
400.5,0.114833062
400.6,0.116508959
400.7,0.112574701
400.8,0.046989603
400.9,0.030581131
401,0.142120554
401.1,0.13078557
401.2,0.092671551
401.3,0
401.4,0.013056304
401.5,0.10050181
401.6,0
401.7,0.01229511
401.8,0.041875587
401.9,0
402,0
402.1,0
402.2,0
402.3,0.010301865
402.4,0
402.5,0
402.6,0
402.7,0
402.8,0
402.9,0
403,0.099873438
403.1,0.097099298
403.2,0.095170031
403.3,0.143745811
403.4,0.005703273
403.5,0.164219746
403.6,0.092086104
403.7,0
403.8,0
403.9,0
404,0.126715989
404.1,0
404.2,0.077340584
404.3,0.102357435
404.4,0.063653098
404.5,0
404.6,0
404.7,0.078168004
404.8,0.106200899
404.9,0
405,0.132968985
405.1,0
405.2,0.09249444
405.3,0
405.4,0
405.5,0
405.6,0.191260695
405.7,0
405.8,0.077718862
405.9,0
406,0.014993292
406.1,0
406.2,0
406.3,0
406.4,0
406.5,0.074058537
406.6,0
406.7,0.070011888
406.8,0
406.9,0
407,0.011391147
407.1,0.049429303
407.2,0
407.3,0.04975839
407.4,0.024416211
407.5,0
407.6,0.03630085
407.7,0
407.8,0.083963617
407.9,0.040170065
408,0
408.1,0.164613637
408.2,0
408.3,0
408.4,0
408.5,0.090836273
408.6,0.041006343
408.7,0
408.8,0.10811703
408.9,0.044864731
409,0.093480211
409.1,0
409.2,0
409.3,0.051423271
409.4,0.149510504
409.5,0.030461846
409.6,0
409.7,0.116053533
409.8,0
409.9,0.067340252
410,0.036137083
410.1,0.096474435
410.2,0.04838242
410.3,0.036593135
410.4,0.104273782
410.5,0
410.6,0.089511882
410.7,0
410.8,0.035997418
410.9,0
411,0
411.1,0.114030002
411.2,0.127479097
411.3,0.047174953
411.4,0
411.5,0.179020093
411.6,0.143807981
411.7,0.011499213
411.8,0.077321185
411.9,0.126467131
412,0.018339903
412.1,0.057985625
412.2,0.01223781
412.3,0.180461635
412.4,0
412.5,0.141966306
412.6,0.252559723
412.7,0.109714139
412.8,0
412.9,0.087926947
413,0
413.1,0
413.2,0.101244157
413.3,0
413.4,0
413.5,0.064346799
413.6,0.069540606
413.7,0.085783252
413.8,0.151444817
413.9,0
414,0
414.1,0
414.2,0
414.3,0.127359056
414.4,0.015944249
414.5,0.092325031
414.6,0.004983035
414.7,0
414.8,0.009883954
414.9,0.146887141
415,0.198829188
415.1,0
415.2,0.086753327
415.3,0.054003579
415.4,0.105747189
415.5,0
415.6,0
415.7,0
415.8,0
415.9,0.047509189
416,0
416.1,0.076953107
416.2,0.010162445
416.3,0
416.4,0
416.5,0.119722925
416.6,0.042255457
416.7,0
416.8,0
416.9,0
417,0.049929988
417.1,0.123579554
417.2,0
417.3,0.145536525
417.4,0.050106489
417.5,0
417.6,0.069702328
417.7,0.115896934
417.8,0.085075323
417.9,0
418,0
418.1,0
418.2,0
418.3,0
418.4,0.203822228
418.5,0.002546562
418.6,0
418.7,0
418.8,0
418.9,0.025585025
419,0.261873315
419.1,0
419.2,0.07819805
419.3,0.008423371
419.4,0.085062954
419.5,0.058773899
419.6,0.252185569
419.7,0.110875743
419.8,0
419.9,0.026475926
420,0
420.1,0
420.2,0.040283143
420.3,0.004272145
420.4,0.122779754
420.5,0.236398443
420.6,0
420.7,0
420.8,0
420.9,0
421,0.071045552
421.1,0.039307695
421.2,0
421.3,0.094069597
421.4,0
421.5,0.184586133
421.6,0.074705491
421.7,0.003611587
421.8,0
421.9,0.006731056
422,0.045894766
422.1,0
422.2,0
422.3,0
422.4,0.016612579
422.5,0.046604072
422.6,0.012711667
422.7,0
422.8,0.130756527
422.9,0.062796281
423,0
423.1,0.118236595
423.2,0
423.3,0.188146841
423.4,0
423.5,0
423.6,0.073459525
423.7,0.069438987
423.8,0
423.9,0
424,0.147659336
424.1,0
424.2,0.127770403
424.3,0.207167674
424.4,0.098698636
424.5,0.108541192
424.6,0.054690386
424.7,0
424.8,0.234775201
424.9,0.040714819
425,0.050848171
425.1,0
425.2,0
425.3,0
425.4,0
425.5,0
425.6,0.049671864
425.7,0
425.8,0
425.9,0.116237417
426,0
426.1,0.118338585
426.2,0
426.3,0.080303525
426.4,0.172375526
426.5,0
426.6,0.088103141
426.7,0
426.8,0.03100066
426.9,0
427,0
427.1,0.00360806
427.2,0.041627502
427.3,0
427.4,0.073380599
427.5,0
427.6,0
427.7,0
427.8,0.138587318
427.9,0.039462487
428,0.036013624
428.1,0
428.2,0.099900402
428.3,0
428.4,0.054704163
428.5,0
428.6,0.078862104
428.7,0
428.8,0
428.9,0
429,0
429.1,0
429.2,0
429.3,0.052545878
429.4,0
429.5,0
429.6,0
429.7,0
429.8,0.244802365
429.9,0
430,0.120845572
430.1,0.048807851
430.2,0.041819942
430.3,0.007606214
430.4,0.09763046
430.5,0.073128219
430.6,0.076524568
430.7,0.005666591
430.8,0.033402011
430.9,0
431,0.074755179
431.1,0
431.2,0.067866536
431.3,0
431.4,0
431.5,0
431.6,0.115256926
431.7,0
431.8,0.025304279
431.9,0
432,0.033738623
432.1,0.001843716
432.2,0
432.3,0
432.4,0.067209628
432.5,0.057344272
432.6,0
432.7,0.101763764
432.8,0
432.9,0.19292503
433,0
433.1,0
433.2,0
433.3,0.005753713
433.4,0
433.5,0.078469884
433.6,0.168223737
433.7,0
433.8,0.102796721
433.9,0.177302704
434,0
434.1,0.075413803
434.2,0.057134953
434.3,0
434.4,0
434.5,0
434.6,0.077121932
434.7,0
434.8,0.025845797
434.9,0.085969198
435,0.103979554
435.1,0.105714285
435.2,0
435.3,0.143692682
435.4,0.170740113
435.5,0.152238169
435.6,0.028544806
435.7,0.024530999
435.8,0.08684964
435.9,0.107098652
436,0.069133172
436.1,0
436.2,0.06336453
436.3,0.25749302
436.4,0.096255928
436.5,0.069464037
436.6,0.059928824
436.7,0
436.8,0.014505553
436.9,0.167910675
437,0
437.1,0
437.2,0.127148151
437.3,0
437.4,0
437.5,0
437.6,0
437.7,0.003137988
437.8,0
437.9,0.206424269
438,0.139803415
438.1,0
438.2,0.074921512
438.3,0
438.4,0.18905548
438.5,0
438.6,0.011929652
438.7,0.098479484
438.8,0.296278189
438.9,0
439,0
439.1,0.066772804
439.2,0.051283957
439.3,0.086804713
439.4,0.085760519
439.5,0.057055729
439.6,0.060683596
439.7,0
439.8,0.152086732
439.9,0.179621033
440,0
440.1,0
440.2,0.052309219
440.3,0.03994598
440.4,0
440.5,0.007362036
440.6,0.041241313
440.7,0.170639567
440.8,0.033726799
440.9,0
441,0.092374685
441.1,0
441.2,0
441.3,0
441.4,0
441.5,0
441.6,0
441.7,0
441.8,0
441.9,0.185287287
442,0
442.1,0.00098112
442.2,0
442.3,0.012903434
442.4,0.011436335
442.5,0.061762074
442.6,0
442.7,0.051941912
442.8,0
442.9,0
443,0.016745131
443.1,0.104798388
443.2,0
443.3,0.169642962
443.4,0.061270802
443.5,0.042151567
443.6,0
443.7,0.074238371
443.8,0.009574813
443.9,0.089901033
444,0
444.1,0.001270481
444.2,0.070852854
444.3,0.036122022
444.4,0.199124275
444.5,0.061863709
444.6,0.066615147
444.7,0
444.8,0
444.9,0
445,0.16979212
445.1,0
445.2,0
445.3,0.099839745
445.4,0
445.5,0
445.6,0
445.7,0.093320758
445.8,0.089430315
445.9,0.088155214
446,0
446.1,0
446.2,0.031374916
446.3,0.22955581
446.4,0
446.5,0.081750223
446.6,0.068052776
446.7,0
446.8,0.140182955
446.9,0.15110833
447,0.230215358
447.1,0.115799526
447.2,0.11088859
447.3,0.130891975
447.4,0
447.5,0
447.6,0
447.7,0.078135455
447.8,0.127295212
447.9,0
448,0.237031166
448.1,0.159860784
448.2,0.130545416
448.3,0.062400048
448.4,0.041473728
448.5,0.107083091
448.6,0.051988792
448.7,0.042947165
448.8,0.050789871
448.9,0
449,0
449.1,0
449.2,0
449.3,0
449.4,0
449.5,0
449.6,0
449.7,0
449.8,0.09185967
449.9,0
450,0.012087852
450.1,0
450.2,0
450.3,0.045688295
450.4,0.048416206
450.5,0
450.6,0.090955691
450.7,0.079383534
450.8,0.033134436
450.9,0
451,0
451.1,0.124672361
451.2,0.14417484
451.3,0.14705507
451.4,0
451.5,0.100689138
451.6,0.179132332
451.7,0.005234847
451.8,0.007645069
451.9,0
452,0
452.1,0.108325363
452.2,0
452.3,0
452.4,0
452.5,0
452.6,0.028879323
452.7,0.119696502
452.8,0.07862883
452.9,0
453,0
453.1,0
453.2,0
453.3,0.123642363
453.4,0.15479095
453.5,0
453.6,0
453.7,0
453.8,0
453.9,0
454,0
454.1,0
454.2,0
454.3,0.022823339
454.4,0.15731595
454.5,0.055756296
454.6,0
454.7,0
454.8,0
454.9,0
455,0.070039561
455.1,0.011280549
455.2,0
455.3,0
455.4,0.009914243
455.5,0.121668102
455.6,0.098466536
455.7,0
455.8,0.028562487
455.9,0.016073684
456,0
456.1,0.050097393
456.2,0
456.3,0
456.4,0.09683614
456.5,0.016333414
456.6,0
456.7,0.01670934
456.8,0
456.9,0
457,0
457.1,0
457.2,0.04216767
457.3,0
457.4,0.205221959
457.5,0
457.6,0.024832211
457.7,0
457.8,0
457.9,0.001517371
458,0
458.1,0.126700493
458.2,0
458.3,0
458.4,0.050005736
458.5,0
458.6,0.08732968
458.7,0.009113941
458.8,0
458.9,0.03752411
459,0.11718761
459.1,0.055838089
459.2,0.15714427
459.3,0.171274629
459.4,0.05778119
459.5,0.129431845
459.6,0.099653818
459.7,0.074152872
459.8,0
459.9,0.007983667
460,0.251133836
460.1,0.105870378
460.2,0.056564557
460.3,0.129754801
460.4,0
460.5,0
460.6,0
460.7,0
460.8,0.111077645
460.9,0
461,0.007631991
461.1,0.0561492
461.2,0.076874396
461.3,0
461.4,0.026098441
461.5,0
461.6,0.054859622
461.7,0
461.8,0
461.9,0.053980558
462,0.332797713
462.1,0.110580816
462.2,0
462.3,0
462.4,0
462.5,0.181115261
462.6,0
462.7,0.123005119
462.8,0
462.9,0.169487359
463,0.054014079
463.1,0.17456051
463.2,0.192171045
463.3,0
463.4,0.091834424
463.5,0
463.6,0.037116212
463.7,0
463.8,0.061825063
463.9,0.093958647
464,0.009675649
464.1,0.022006704
464.2,0
464.3,0
464.4,0.016616935
464.5,0
464.6,0.027712414
464.7,0
464.8,0
464.9,0.176374325
465,0
465.1,0.150773888
465.2,0.01208851
465.3,0.02403613
465.4,0
465.5,0.007087946
465.6,0.076005926
465.7,0
465.8,0.077549951
465.9,0.027689925
466,0.063502548
466.1,0
466.2,0
466.3,0.098611365
466.4,0
466.5,0.021964658
466.6,0.061562069
466.7,0.020357926
466.8,0.209721652
466.9,0
467,0.02045081
467.1,0.040865849
467.2,0
467.3,0
467.4,0.11318335
467.5,0
467.6,0
467.7,0.003870788
467.8,0.062008899
467.9,0
468,0
468.1,0
468.2,0
468.3,0
468.4,0.020957632
468.5,0.203325552
468.6,0
468.7,0.033316703
468.8,0.116216538
468.9,0
469,0.006394875
469.1,0.048889606
469.2,0
469.3,0.028146591
469.4,0.080527616
469.5,0
469.6,0
469.7,0
469.8,0.077433992
469.9,0.047713063
470,0
470.1,0
470.2,0
470.3,0
470.4,0.033930537
470.5,0.204601358
470.6,0
470.7,0.008966069
470.8,0
470.9,0.009313626
471,0.106200445
471.1,0
471.2,0.025051576
471.3,0.0634667
471.4,0
471.5,0
471.6,0.011720162
471.7,0.128255862
471.8,0.020275331
471.9,0.179914584
472,0.070688664
472.1,0.184966591
472.2,0.220429382
472.3,0
472.4,0.086210163
472.5,0.053096061
472.6,0.044766571
472.7,0.10591463
472.8,0
472.9,0.148725872
473,0.112726018
473.1,0
473.2,0
473.3,0.032623652
473.4,0.12639552
473.5,0
473.6,0.170551729
473.7,0.033591645
473.8,0
473.9,0.186824951
474,0
474.1,0.038492098
474.2,0
474.3,0.158676641
474.4,0
474.5,0
474.6,0.01251968
474.7,0.115407773
474.8,0
474.9,0
475,0
475.1,0
475.2,0.042816628
475.3,0.046050864
475.4,0.038664344
475.5,0.139871583
475.6,0.036695675
475.7,0.03910822
475.8,0
475.9,0
476,0
476.1,0.131712636
476.2,0
476.3,0
476.4,0.061793567
476.5,0
476.6,0.146551714
476.7,0.300193342
476.8,0.043652297
476.9,0.021859935
477,0.058220289
477.1,0
477.2,0.008942328
477.3,0.1057016
477.4,0
477.5,0.109659079
477.6,0.015028086
477.7,0.149318426
477.8,0
477.9,0
478,0.023707637
478.1,0
478.2,0.045721852
478.3,0
478.4,0
478.5,0.018539216
478.6,0
478.7,0
478.8,0
478.9,0
479,0
479.1,0
479.2,0.104936756
479.3,0.008152862
479.4,0.110784735
479.5,0.15570051
479.6,0
479.7,0.016014132
479.8,0.027783296
479.9,0.022222218
480,0.170712918
480.1,0.047236829
480.2,0
480.3,0.023804057
480.4,0
480.5,0.172230366
480.6,0.087161369
480.7,0
480.8,0.086494175
480.9,0
481,0.106930763
481.1,0
481.2,0
481.3,0
481.4,0
481.5,0.106357736
481.6,0.056702234
481.7,0
481.8,0
481.9,0.086092177
482,0
482.1,0
482.2,0
482.3,0
482.4,0.048880697
482.5,0
482.6,0
482.7,0.079416519
482.8,0
482.9,0
483,0.013763733
483.1,0
483.2,0
483.3,0
483.4,0.045380027
483.5,0.137458127
483.6,0
483.7,0.051893108
483.8,0.228308615
483.9,0
484,0.072063331
484.1,0.079175239
484.2,0.074690394
484.3,0.15464544
484.4,0.1912583
484.5,0.176066358
484.6,0.064870948
484.7,0
484.8,0
484.9,0
485,0.116134832
485.1,0
485.2,0
485.3,0.019235437
485.4,0
485.5,0.222833848
485.6,0.010109433
485.7,0
485.8,0.217349583
485.9,0.053386507
486,0
486.1,0
486.2,0.071444643
486.3,0
486.4,0.218112488
486.5,0
486.6,0.002940038
486.7,0
486.8,0.068809947
486.9,0
487,0.028167706
487.1,0
487.2,0.0103768
487.3,0
487.4,0.055463256
487.5,0.054947347
487.6,0.037354818
487.7,0.059562668
487.8,0.014851274
487.9,0
488,0
488.1,0
488.2,0
488.3,0
488.4,0.074039723
488.5,0.024354807
488.6,0
488.7,0
488.8,0
488.9,0.032079166
489,0.028835436
489.1,0
489.2,0
489.3,0
489.4,0.01854388
489.5,0
489.6,0
489.7,0.048411804
489.8,0.086737452
489.9,0
490,0
490.1,0
490.2,0.013853997
490.3,0.071730362
490.4,0
490.5,0.127329243
490.6,0
490.7,0.014192059
490.8,0
490.9,0.012768326
491,0
491.1,0
491.2,0.019756803
491.3,0
491.4,0.119613567
491.5,0
491.6,0
491.7,0.00753683
491.8,0
491.9,0
492,0.185138782
492.1,0.033355025
492.2,0.101163861
492.3,0.074301815
492.4,0.013210356
492.5,0.029197123
492.6,0.135275118
492.7,0
492.8,0.039544599
492.9,0
493,0
493.1,0
493.2,0
493.3,0.068373484
493.4,0.104710306
493.5,0.015536821
493.6,0
493.7,0.091313977
493.8,0.084833082
493.9,0
494,0
494.1,0
494.2,0.092424145
494.3,0
494.4,0
494.5,0.048040003
494.6,0.049282526
494.7,0.112477041
494.8,0.070490103
494.9,0.022176369
495,0.009922075
495.1,0
495.2,0
495.3,0.031869175
495.4,0
495.5,0
495.6,0.074678132
495.7,0
495.8,0.005487665
495.9,0.214690932
496,0
496.1,0.319918961
496.2,0.06387167
496.3,0.115926282
496.4,0.09483721
496.5,0.172637598
496.6,0.095286377
496.7,0.13927935
496.8,0
496.9,0.139313326
497,0.289506681
497.1,0
497.2,0.075102573
497.3,0
497.4,0.122408912
497.5,0
497.6,0.078991291
497.7,0
497.8,0
497.9,0.002704085
498,0.133356625
498.1,0.034093755
498.2,0.230793527
498.3,0
498.4,0
498.5,0.054889156
498.6,0.03347589
498.7,0.033085055
498.8,0
498.9,0
499,0.18764882
499.1,0
499.2,0.176279253
499.3,0
499.4,0
499.5,0.196019595
499.6,0.195447197
499.7,0.03338268
499.8,0
499.9,0
500,0.066738778
500.1,0
500.2,0.082297662
500.3,0
500.4,0.017854921
500.5,0.018390859
500.6,0
500.7,0
500.8,0.153520832
500.9,0
501,0.066215945
501.1,0
501.2,0.012979235
501.3,0
501.4,0.017488361
501.5,0.074799839
501.6,0.018761722
501.7,0.179414148
501.8,0.01787079
501.9,0.035758291
502,0
502.1,0
502.2,0.02378844
502.3,0
502.4,0.150905483
502.5,0.047331959
502.6,0.046288122
502.7,0
502.8,0.00898038
502.9,0
503,0
503.1,0.032854007
503.2,0.157661536
503.3,0.124376672
503.4,0.017487944
503.5,0
503.6,0.094943273
503.7,0.068043485
503.8,0.203997635
503.9,0
504,0.219980758
504.1,0.156533553
504.2,0.181898748
504.3,0.157069714
504.4,0.009331229
504.5,0.033506343
504.6,0.067009345
504.7,0
504.8,0
504.9,0.040683433
505,0.091579775
505.1,0
505.2,0.047096878
505.3,0.021898194
505.4,0.02509894
505.5,0
505.6,0
505.7,0.200412955
505.8,0
505.9,0.090331667
506,0
506.1,0
506.2,0.034965644
506.3,0
506.4,0
506.5,0
506.6,0.098093529
506.7,0
506.8,0
506.9,0.114079706
507,0.04735817
507.1,0
507.2,0
507.3,0
507.4,0
507.5,0.054312072
507.6,0.003069191
507.7,0.063531004
507.8,0.196778847
507.9,0.170391017
508,0.150363143
508.1,0.111209498
508.2,0
508.3,0
508.4,0.129797844
508.5,0
508.6,0
508.7,0.097790548
508.8,0.014318682
508.9,0.21469275
509,0
509.1,0.163065557
509.2,0.139860061
509.3,0
509.4,0
509.5,0
509.6,0
509.7,0
509.8,8.33E-06
509.9,0.047584504
510,0.047038501
510.1,0.041917214
510.2,0
510.3,0.053373562
510.4,0
510.5,0.042500644
510.6,0
510.7,0
510.8,0.128314025
510.9,0
511,0
511.1,0
511.2,0
511.3,0
511.4,0.119288113
511.5,0
511.6,0
511.7,0
511.8,0
511.9,0.051216365
512,0
512.1,0.051706596
512.2,0.110289094
512.3,0.056053087
512.4,0.017432054
512.5,0.105633192
512.6,0.075148282
512.7,0
512.8,0.04370916
512.9,0.072842898
513,0.033152765
513.1,0
513.2,0
513.3,0
513.4,0.227654764
513.5,0.073659611
513.6,0.075576989
513.7,0
513.8,0.001911648
513.9,0
514,0
514.1,0
514.2,0.249837429
514.3,0
514.4,0.032450518
514.5,0
514.6,0.023078391
514.7,0
514.8,0
514.9,0
515,0
515.1,0
515.2,0.073088819
515.3,0
515.4,0
515.5,0
515.6,0.034163571
515.7,0.112038477
515.8,0.156906046
515.9,0.059269715
516,0.097127699
516.1,0.103944285
516.2,0.074696828
516.3,0.061824766
516.4,0.141547602
516.5,0
516.6,0
516.7,0.160901651
516.8,0.137597632
516.9,0.060799934
517,0
517.1,0.098084248
517.2,0
517.3,0
517.4,0
517.5,0
517.6,0.036909226
517.7,0.052949437
517.8,0.116312235
517.9,0.080927542
518,0.041108321
518.1,0
518.2,0.123988731
518.3,0
518.4,0.196225212
518.5,0
518.6,0.024692167
518.7,0.145163712
518.8,0
518.9,0
519,0.053403282
519.1,0.14521561
519.2,0
519.3,0
519.4,0
519.5,0.235252905
519.6,0
519.7,0.062086836
519.8,0
519.9,0.012797324
520,0.039155574
520.1,0.01656116
520.2,0
520.3,0.132656935
520.4,0.23206792
520.5,0.150994841
520.6,0.051841269
520.7,0
520.8,0.023571496
520.9,0.190011005
521,0
521.1,0.230410236
521.2,0
521.3,0
521.4,0.051659879
521.5,0
521.6,0.097862492
521.7,0
521.8,0.088821418
521.9,0.093543774
522,0
522.1,0.096081986
522.2,0.080570255
522.3,0.179836569
522.4,0.048329733
522.5,0.273853659
522.6,0.07683713
522.7,0.014434063
522.8,0.110051711
522.9,0
523,0
523.1,0
523.2,0
523.3,0.160795148
523.4,0.236860861
523.5,0
523.6,0.027871488
523.7,0
523.8,0
523.9,0
524,0.04040211
524.1,0
524.2,0
524.3,0
524.4,0.020252153
524.5,0
524.6,0
524.7,0
524.8,0.005899377
524.9,0
525,0.02829088
525.1,0.003107181
525.2,0.133480406
525.3,0
525.4,0.051430867
525.5,0.087183061
525.6,0.077934226
525.7,0.089806727
525.8,0
525.9,0
526,0.132986261
526.1,0.072227114
526.2,0
526.3,0.09897264
526.4,0
526.5,0
526.6,0.043101722
526.7,0.088604362
526.8,0.010601958
526.9,0
527,0.026456749
527.1,0
